Date,TSN,TGT,ACN,AAPL,MRNA,ZBRA,EXPD,META,UNH,SBUX
2024-05-15,60.71,157.51,308.52,189.085,129.06,323.87,117.81,481.54,505.813,75.7
2024-05-16,60.93,160.65,308.0,189.205,132.68,319.86,117.64,473.23,509.449,75.28
2024-05-17,60.25,160.13,303.59,189.234,132.9,317.89,117.9,471.91,512.732,77.85
2024-05-20,60.62,156.71,305.7,190.4,141.01,320.16,118.41,468.84,505.5,77.54
2024-05-21,61.04,155.78,303.64,191.706,143.69,321.78,117.72,464.63,511.677,77.72
2024-05-22,60.3,143.27,307.11,190.26,163.33,326.98,117.2,467.78,509.527,80.72
2024-05-23,60.32,144.41,305.93,186.254,164.01,324.06,116.69,465.78,505.11,78.305
2024-05-24,59.71,145.23,300.99,189.343,166.61,327.0,117.96,478.22,496.644,78.87
2024-05-28,57.78,147.1,297.73,189.353,153.2,326.24,119.09,479.92,492.257,77.48
2024-05-29,57.37,147.74,293.77,189.652,147.92,316.93,117.82,474.36,473.727,76.88
2024-05-30,57.07,149.87,284.8,190.649,151.49,316.62,120.22,467.05,470.726,78.76
2024-05-31,57.25,156.16,282.29,191.606,142.55,312.34,120.9,466.83,484.135,80.22
2024-06-03,57.02,153.03,281.76,193.38,147.82,307.63,121.21,477.49,486.16,82.08
2024-06-04,56.74,150.55,288.06,193.699,145.34,302.77,122.34,476.99,494.027,82.79
2024-06-05,56.39,147.35,291.02,195.214,154.84,307.5,126.3,495.06,491.711,81.16
2024-06-06,56.38,145.13,291.74,193.829,154.69,307.49,125.52,493.76,490.538,81.47
2024-06-07,55.86,146.0,288.4,196.23,151.01,300.83,125.47,492.96,479.562,81.43
2024-06-10,55.95,148.52,290.43,192.473,148.59,302.6,126.81,502.6,483.774,81.6
2024-06-11,55.72,146.19,294.22,206.457,148.39,301.38,124.41,507.47,484.967,79.89
2024-06-12,54.73,146.78,285.73,212.357,147.72,304.56,125.29,508.84,481.888,79.38
2024-06-13,53.86,144.68,282.32,213.522,145.23,308.91,124.29,504.1,486.022,80.24
2024-06-14,53.97,141.16,286.71,211.778,140.03,301.37,123.39,504.16,485.846,79.65
2024-06-17,55.61,144.97,285.53,215.945,137.9,302.4,123.73,506.63,480.162,81.33
2024-06-18,55.16,142.54,285.35,213.572,133.27,295.25,124.53,499.49,472.134,80.2
2024-06-20,56.12,143.38,306.16,208.978,134.4,296.64,126.25,501.7,475.54,79.72
2024-06-21,56.3,146.13,308.98,206.795,133.4,300.01,126.42,494.78,473.647,79.91
2024-06-24,57.68,149.69,307.21,207.443,137.0,306.71,126.98,498.91,480.899,79.73
2024-06-25,57.13,146.77,307.17,208.369,137.6,306.04,126.6,510.6,475.52,79.28
2024-06-26,56.9,147.17,304.62,212.535,122.45,307.12,127.26,513.12,475.07,79.15
2024-06-27,56.44,146.72,303.19,213.382,121.18,306.99,125.99,519.56,477.425,79.235
2024-06-28,57.14,148.04,303.41,209.914,118.75,308.93,124.79,504.22,499.823,77.85
2024-07-01,57.36,145.74,302.55,216.023,115.95,306.21,120.87,504.68,485.483,77.13
2024-07-02,57.22,145.39,303.83,219.532,117.07,310.03,121.22,509.5,489.006,76.83
2024-07-03,56.6,144.8,305.75,220.808,115.95,312.85,123.85,509.96,480.812,76.26
2024-07-05,56.02,145.65,299.14,225.582,118.32,310.51,123.45,539.91,478.967,76.05
2024-07-08,56.69,148.72,299.47,227.057,116.45,314.48,119.91,529.32,480.272,74.57
2024-07-09,55.91,147.6,298.06,227.914,116.07,315.24,118.65,530.0,482.989,72.75
2024-07-10,56.43,146.11,295.44,232.2,117.44,323.81,120.57,534.69,491.647,72.51
2024-07-11,56.88,151.4,297.99,226.808,122.82,328.32,122.78,512.7,495.013,73.3
2024-07-12,57.32,152.85,310.63,229.767,121.46,325.19,119.89,498.87,502.05,74.83
2024-07-15,57.47,151.3,317.87,233.615,121.48,327.5,119.03,496.16,505.819,72.75
2024-07-16,59.07,155.01,325.0,234.034,125.14,335.76,121.6,489.79,538.698,75.51
2024-07-17,60.46,155.93,325.6,228.113,124.055,325.89,120.81,461.99,562.655,75.1
2024-07-18,60.43,152.09,328.1,223.429,121.32,323.37,120.29,475.85,553.881,74.19
2024-07-19,59.73,149.73,329.19,223.559,121.14,321.45,120.2,476.79,554.853,79.27
2024-07-22,59.51,151.02,331.51,223.21,122.5,326.57,122.97,487.4,548.179,76.55
2024-07-23,59.23,150.27,330.33,224.256,121.25,331.2,123.87,488.69,544.42,76.26
2024-07-24,59.38,146.45,328.68,217.808,118.19,322.09,124.03,461.27,549.376,74.68
2024-07-25,60.29,146.29,330.12,216.762,120.4,324.41,124.85,453.41,549.308,73.32
2024-07-26,61.01,149.0,328.46,217.23,122.11,325.98,124.18,465.7,559.162,74.05
2024-07-29,60.86,146.82,326.2,217.509,122.17,335.09,124.47,465.71,556.246,75.2
2024-07-30,60.91,147.95,329.2,218.067,118.84,348.12,124.96,463.19,565.65,75.94
2024-07-31,60.9,150.41,330.62,221.336,119.22,351.19,124.82,474.83,565.482,77.95
2024-08-01,60.76,147.02,328.08,217.629,94.17,342.58,126.48,497.74,562.154,75.11
2024-08-02,61.23,139.17,323.15,219.124,86.58,322.3,123.13,488.14,578.899,75.88
2024-08-05,62.51,133.87,313.74,208.569,83.75,317.86,121.29,475.73,559.397,73.86
2024-08-06,61.54,133.85,318.68,206.536,82.3,316.56,116.1,494.09,557.817,75.37
2024-08-07,61.14,133.47,318.02,209.117,81.55,314.65,116.93,488.92,555.59,75.29
2024-08-08,61.88,133.97,315.88,212.595,84.32,321.71,119.12,509.63,555.746,75.75
2024-08-09,61.69,135.5,315.83,215.516,84.93,319.95,119.08,517.77,548.406,75.09
2024-08-12,60.33,135.02,313.96,217.052,81.29,320.34,119.11,515.95,554.814,77.03
2024-08-13,61.17,136.66,319.33,220.784,82.9,332.12,119.29,528.54,563.598,95.9
2024-08-14,62.03,135.76,319.83,221.233,82.25,333.24,119.33,526.76,568.927,93.9
2024-08-15,62.04,141.66,325.13,224.226,86.62,343.21,119.44,537.33,568.869,94.88
2024-08-16,62.52,144.04,326.92,225.554,86.84,344.14,120.06,527.42,566.975,94.81
2024-08-19,62.47,144.63,329.44,225.394,89.96,347.02,121.3,529.28,568.053,92.3
2024-08-20,62.41,144.33,330.37,226.013,86.94,344.85,119.94,526.73,569.888,93.01
2024-08-21,63.31,159.25,333.6,225.903,86.65,345.0,122.27,535.16,567.356,92.78
2024-08-22,63.01,156.82,330.57,224.037,81.04,342.16,123.0,531.93,567.995,92.43
2024-08-23,63.46,158.5,333.27,226.342,82.44,351.62,123.05,528.0,573.679,94.02
2024-08-26,64.13,158.9,336.78,226.681,81.66,347.69,122.74,521.12,576.249,95.63
2024-08-27,63.93,158.68,340.38,227.529,78.98,346.04,122.3,519.1,576.466,98.6
2024-08-28,65.69,156.86,337.39,225.993,78.36,343.83,122.6,516.78,577.632,95.3
2024-08-29,64.65,153.42,340.21,229.285,77.59,342.27,122.17,518.22,580.607,94.86
2024-08-30,64.31,153.62,341.95,228.497,77.4,345.38,123.41,521.31,579.263,94.57
2024-09-03,64.81,151.8,341.88,222.281,72.94,330.45,123.36,511.76,587.586,93.18
2024-09-04,65.72,152.48,343.99,220.365,72.49,328.87,125.2,512.74,592.984,92.33
2024-09-05,65.13,151.9,340.93,221.892,73.44,329.04,122.53,516.86,584.454,91.56
2024-09-06,65.87,151.28,339.84,220.335,72.89,320.77,121.0,500.27,585.818,91.15
2024-09-09,65.78,150.59,341.81,220.425,76.61,327.93,122.53,504.79,583.09,92.21
2024-09-10,63.18,148.01,347.7,219.627,79.28,334.85,121.76,504.79,587.928,93.34
2024-09-11,61.65,147.29,350.31,222.171,79.51,337.44,122.87,511.83,578.821,98.2
2024-09-12,61.68,148.44,349.89,222.281,69.68,337.04,121.06,525.6,577.515,99.28
2024-09-13,61.4,151.36,349.58,222.011,68.28,337.48,120.78,524.62,583.305,98.57
2024-09-16,61.85,152.84,354.12,215.845,69.17,343.79,121.08,533.28,580.272,96.31
2024-09-17,61.8,151.96,337.04,216.314,71.99,354.52,123.7,536.315,569.261,96.44
2024-09-18,61.81,153.6,336.18,220.205,69.86,351.83,123.39,537.95,571.909,96.12
2024-09-19,61.67,156.49,335.24,228.367,68.02,363.79,125.65,559.1,568.384,96.9
2024-09-20,60.14,154.75,336.22,227.699,65.69,366.76,123.18,561.35,566.345,96.05
2024-09-23,60.42,155.29,339.21,225.973,64.14,362.39,125.51,564.41,564.779,95.48
2024-09-24,60.52,156.18,339.62,226.871,63.94,364.43,128.1,563.33,566.532,94.45
2024-09-25,57.96,155.07,337.05,225.873,63.64,364.97,127.06,568.31,567.635,95.62
2024-09-26,59.32,155.98,355.81,227.02,63.93,371.24,127.72,567.84,566.158,97.47
2024-09-27,59.69,155.18,349.7,227.29,65.75,368.6,128.93,567.36,573.092,97.36
2024-09-30,59.56,155.86,353.48,232.488,66.84,370.32,131.4,572.44,575.879,97.49
2024-10-01,59.76,152.2,351.98,225.713,63.93,364.3,128.26,576.47,574.52,97.43
2024-10-02,59.21,150.4,356.29,226.282,63.16,368.68,125.69,572.81,583.395,96.5
2024-10-03,58.07,149.6,361.24,225.174,61.07,363.89,122.57,582.77,583.828,95.56
2024-10-04,58.55,152.88,362.24,226.302,60.2,366.72,120.44,595.94,582.301,96.58
2024-10-07,58.23,149.0,356.8,221.203,58.72,365.24,119.87,584.78,574.776,96.09
2024-10-08,58.29,151.32,360.38,225.274,58.39,368.97,121.41,592.89,572.827,96.21
2024-10-09,58.28,154.33,365.08,229.036,58.86,373.5,121.26,590.51,582.321,95.88
2024-10-10,58.19,155.97,361.07,228.537,56.83,369.24,121.37,583.83,588.703,93.88
2024-10-11,58.83,158.46,360.74,227.05,58.29,375.02,123.02,589.95,589.048,95.55
2024-10-14,59.85,157.97,364.6,230.792,57.73,377.68,122.09,590.42,596.288,94.76
2024-10-15,59.87,160.69,368.66,233.336,57.31,375.3,121.35,586.27,547.917,95.04
2024-10-16,60.6,158.87,372.26,231.271,57.46,375.5,121.77,576.79,562.74,95.46
2024-10-17,59.79,155.89,375.15,231.64,54.82,373.84,121.15,576.93,557.509,95.27
2024-10-18,60.01,156.84,376.86,234.484,54.1,375.45,120.5,576.47,561.036,96.84
2024-10-21,59.18,150.91,376.03,235.961,53.8,372.59,120.24,575.16,562.868,96.45
2024-10-22,58.89,149.19,371.79,235.342,53.4,372.0,120.2,582.01,561.283,96.82
2024-10-23,58.88,148.05,370.63,230.253,53.39,368.09,119.5,563.69,556.141,97.65
2024-10-24,59.03,150.18,364.23,230.064,52.8,362.05,119.58,567.78,552.369,97.15
2024-10-25,58.67,151.16,360.8,230.902,53.09,360.09,119.84,573.25,556.063,97.31
2024-10-28,59.2,149.3,361.32,232.887,54.8,363.58,120.08,578.16,556.732,98.02
2024-10-29,58.37,147.93,363.04,233.157,55.22,384.68,119.62,593.28,553.669,97.39
2024-10-30,58.83,148.52,346.57,229.595,54.72,383.89,119.55,591.8,554.486,97.32
2024-10-31,58.59,150.04,344.82,225.414,54.36,381.97,119.0,567.58,556.003,97.7
2024-11-01,58.36,150.84,345.67,222.42,54.635,384.64,119.06,567.16,559.017,98.87
2024-11-04,58.32,149.99,343.9,221.522,53.54,377.02,120.39,560.68,549.374,97.03
2024-11-05,59.26,150.99,345.49,222.959,53.29,379.69,122.02,572.43,558.494,97.09
2024-11-06,59.16,147.29,356.13,222.231,51.81,394.02,119.41,572.05,587.708,96.08
2024-11-07,58.71,150.91,360.71,226.98,50.28,397.18,119.99,591.7,596.337,96.12
2024-11-08,59.59,149.78,355.53,226.711,46.83,399.31,120.06,589.34,606.54,97.55
2024-11-11,58.81,153.28,357.3,223.984,42.75,403.16,119.54,583.17,615.838,100.31
2024-11-12,62.66,155.65,360.61,223.984,43.47,402.69,118.75,584.82,605.417,98.8
2024-11-13,63.3,154.99,370.22,224.873,42.14,400.23,119.5,580.0,596.751,99.8
2024-11-14,64.01,153.47,362.07,227.969,39.77,394.66,120.96,577.16,584.222,99.23
2024-11-15,64.32,152.13,353.57,224.753,36.85,385.91,120.16,554.08,583.315,98.42
2024-11-18,64.54,156.56,352.79,227.77,39.51,384.28,120.33,554.4,580.774,100.4
2024-11-19,62.92,156.0,353.95,228.029,37.29,382.4,118.03,561.09,568.315,98.35
2024-11-20,63.25,121.72,357.07,228.748,36.94,384.53,118.93,565.52,591.461,98.26
2024-11-21,63.77,121.59,361.05,228.269,38.25,392.31,120.7,563.09,588.496,100.06
2024-11-22,63.77,125.01,358.66,229.618,41.11,397.19,121.32,559.14,581.976,102.5
2024-11-25,63.78,130.53,361.29,232.614,43.66,400.94,122.39,565.11,596.711,101.84
2024-11-26,63.81,126.55,363.18,234.802,42.05,402.45,121.65,573.54,597.657,100.68
2024-11-27,64.45,130.09,362.16,234.672,43.39,405.75,121.25,569.2,599.222,101.51
2024-11-29,64.5,132.31,362.37,237.069,43.06,407.0,121.64,574.32,601.016,102.46
2024-12-02,64.34,130.72,361.38,239.327,44.26,410.04,121.47,592.83,599.36,101.51
2024-12-03,64.19,131.45,352.54,242.384,42.58,406.4,121.08,613.65,596.12,101.57
2024-12-04,63.61,130.07,360.03,242.743,41.63,411.94,121.2,613.78,601.596,100.7
2024-12-05,63.7,129.17,358.13,242.773,42.94,404.98,120.45,608.93,570.256,99.23
2024-12-06,62.64,132.39,362.7,242.573,44.44,409.32,119.28,623.77,541.347,100.11
2024-12-09,62.64,135.29,359.5,246.479,45.65,411.23,120.64,613.57,554.299,99.31
2024-12-10,62.4,135.05,362.9,247.498,41.51,401.78,121.1,619.32,558.818,98.16
2024-12-11,61.92,135.98,363.84,246.219,42.86,404.17,120.4,632.68,527.515,98.42
2024-12-12,61.2,135.29,360.18,247.688,42.82,407.64,119.75,630.79,509.945,97.82
2024-12-13,60.48,134.52,358.68,247.857,41.83,403.59,118.51,620.35,514.612,97.42
2024-12-16,59.74,132.45,357.06,250.764,41.84,406.9,117.78,624.24,492.88,93.12
2024-12-17,59.4,131.6,357.3,253.202,40.76,395.0,115.92,619.44,480.046,92.09
2024-12-18,58.96,130.7,347.61,247.778,38.36,383.47,114.33,597.19,494.086,89.9
2024-12-19,58.2,130.43,372.16,249.516,39.56,385.37,112.74,595.57,483.734,88.76
2024-12-20,58.02,131.48,366.37,254.211,39.39,393.04,111.48,585.25,494.492,87.97
2024-12-23,57.83,131.92,358.77,254.99,39.59,390.65,110.5,599.85,500.631,87.44
2024-12-24,57.74,132.4,361.63,257.916,40.27,395.44,111.19,607.75,500.394,89.91
2024-12-26,58.08,136.39,360.43,258.736,40.43,396.85,111.27,603.35,505.387,91.86
2024-12-27,57.97,135.5,356.18,255.309,40.13,389.07,111.42,599.81,504.24,92.25
2024-12-30,57.14,135.05,352.49,251.923,39.38,383.85,110.8,591.24,502.075,90.58
2024-12-31,57.44,135.18,351.79,250.145,41.58,386.22,110.77,585.51,500.156,91.25
