Date,TSN,TGT,ACN,AAPL,MRNA,ZBRA,EXPD,META,UNH,SBUX
2023-03-13,57.21,157.92,251.31,148.967,147.9,284.92,107.75,180.9,446.273,99.08
2023-03-14,57.3,158.37,252.48,151.067,151.28,292.46,106.14,194.02,447.14,99.46
2023-03-15,58.14,159.13,246.17,151.462,149.6,287.74,105.69,197.75,447.958,99.34
2023-03-16,58.53,163.05,252.92,154.294,151.78,294.93,107.35,204.93,454.301,100.43
2023-03-17,58.54,159.36,250.0,153.452,150.02,288.71,106.43,195.61,451.875,98.7
2023-03-20,58.57,163.24,252.55,155.828,154.52,290.84,105.32,197.81,459.054,99.85
2023-03-21,58.23,162.71,257.62,157.69,152.1,294.43,105.9,202.16,462.078,100.54
2023-03-22,57.2,157.47,253.27,156.254,148.18,288.11,104.67,199.81,457.67,99.12
2023-03-23,56.08,156.12,271.66,157.342,149.42,288.75,104.56,204.28,452.27,98.42
2023-03-24,57.06,156.22,272.0,158.651,150.88,288.73,104.49,206.01,458.123,98.34
2023-03-27,57.99,159.38,273.96,156.699,148.35,288.86,105.43,202.84,463.81,98.66
2023-03-28,57.85,159.77,275.0,156.076,146.92,290.15,104.9,200.68,454.84,98.72
2023-03-29,58.25,158.11,279.94,159.164,148.8,296.12,105.59,205.35,449.074,100.62
2023-03-30,58.32,160.27,282.66,160.739,147.44,309.11,107.06,207.84,452.415,101.32
2023-03-31,59.32,165.63,285.81,163.255,153.58,318.0,110.12,211.94,454.849,104.13
2023-04-03,59.41,166.06,285.84,164.51,159.48,311.65,108.32,213.07,475.639,104.85
2023-04-04,59.68,166.05,285.84,163.977,156.52,308.71,106.46,214.72,474.733,104.0
2023-04-05,59.96,165.24,281.33,162.124,154.61,300.15,105.63,211.48,490.115,104.9
2023-04-06,59.61,165.58,281.7,163.016,158.27,300.26,105.35,216.1,493.56,104.68
2023-04-10,61.05,169.0,281.68,160.412,160.15,301.96,107.69,214.75,495.841,104.74
2023-04-11,62.05,169.58,286.33,159.194,155.25,304.03,109.06,213.85,501.414,105.74
2023-04-12,61.58,163.51,283.76,158.501,155.56,301.41,109.77,214.0,501.625,105.6
2023-04-13,61.69,163.27,285.27,163.907,160.53,306.17,110.24,220.35,506.477,106.99
2023-04-14,60.82,161.0,279.25,163.56,157.1,303.08,111.67,221.49,492.578,107.47
2023-04-17,61.44,162.7,279.98,163.579,143.97,300.46,111.15,218.86,486.38,108.31
2023-04-18,60.87,162.4,279.96,164.809,142.63,300.63,111.58,217.89,485.542,107.91
2023-04-19,61.62,162.51,279.9,165.955,142.82,292.76,111.84,215.7,467.947,107.16
2023-04-20,60.86,160.28,275.55,164.986,141.14,290.52,111.73,213.07,469.162,107.05
2023-04-21,61.0,162.18,276.33,163.372,140.85,287.9,111.24,212.89,465.659,108.19
2023-04-24,60.91,163.94,277.25,163.679,138.14,288.19,112.59,212.79,470.586,109.29
2023-04-25,61.0,157.61,270.7,162.134,134.9,284.1,109.67,207.55,473.453,109.34
2023-04-26,60.35,155.45,271.21,162.124,130.72,280.42,106.73,209.4,464.821,111.47
2023-04-27,61.28,158.15,275.45,166.728,130.07,284.12,111.6,238.56,472.06,112.75
2023-04-28,62.49,157.75,280.29,167.985,132.89,288.03,113.84,240.32,473.619,114.29
2023-05-01,62.33,157.12,279.42,167.897,133.4,287.45,116.47,243.18,477.092,114.56
2023-05-02,60.94,155.72,276.74,166.857,131.4,255.44,113.24,239.24,474.869,114.46
2023-05-03,60.56,154.57,275.18,165.777,130.14,258.5,117.8,237.03,471.068,103.96
2023-05-04,60.13,152.53,266.5,164.136,134.33,265.0,116.96,233.52,468.989,104.72
2023-05-05,60.69,156.3,265.65,171.837,137.04,273.8,117.67,232.78,475.725,107.21
2023-05-08,50.73,156.5,264.82,171.767,131.75,277.86,116.55,233.27,474.128,107.17
2023-05-09,48.82,157.42,263.48,170.057,133.77,270.16,115.52,233.37,471.972,106.71
2023-05-10,47.28,157.73,268.89,171.822,130.83,271.77,114.03,233.08,471.672,106.97
2023-05-11,49.34,158.87,272.27,172.015,128.41,265.28,112.37,235.79,470.413,105.63
2023-05-12,48.87,157.99,277.19,171.084,129.3,266.16,112.96,233.81,472.79,106.12
2023-05-15,49.47,160.57,277.51,170.587,130.26,270.7,112.69,238.86,468.585,106.64
2023-05-16,49.2,156.91,279.19,170.587,125.11,266.38,111.32,238.82,461.712,105.28
2023-05-17,50.12,160.96,284.63,171.202,125.57,271.67,113.45,242.485,466.612,105.69
2023-05-18,49.97,154.18,287.48,173.543,125.33,279.33,114.67,246.85,461.241,107.09
2023-05-19,49.96,152.28,289.91,173.652,126.24,280.8,114.57,245.64,460.846,105.51
2023-05-22,50.11,151.91,290.95,172.7,126.74,280.13,114.43,248.32,462.579,102.9
2023-05-23,51.67,147.16,288.1,170.084,137.75,271.22,114.55,246.74,461.442,100.34
2023-05-24,51.77,143.1,286.82,170.359,131.59,261.39,112.23,249.21,462.78,99.61
2023-05-25,51.76,140.75,291.76,171.5,126.47,259.69,114.26,252.69,459.767,98.44
2023-05-26,52.01,138.93,303.6,173.917,126.24,264.72,115.51,262.04,463.444,98.53
2023-05-30,52.38,133.84,308.43,175.773,128.89,267.78,115.1,262.52,461.837,97.75
2023-05-31,50.64,130.93,305.92,175.723,127.71,262.57,110.31,264.72,468.95,97.64
2023-06-01,50.61,131.16,305.2,178.538,128.52,266.2,111.48,272.61,475.1,97.52
2023-06-02,51.34,133.22,311.39,179.391,130.51,278.01,113.96,272.61,480.829,99.5
2023-06-05,50.51,130.6,304.45,178.033,128.9,269.11,114.26,271.39,479.488,99.93
2023-06-06,50.44,132.7,308.04,177.666,126.9,270.1,115.14,271.12,469.269,98.22
2023-06-07,51.33,131.75,311.03,176.288,125.61,277.56,116.82,263.6,464.031,97.92
2023-06-08,50.86,131.27,307.33,179.013,124.94,278.03,116.53,264.58,471.829,99.15
2023-06-09,50.37,126.99,308.72,179.401,123.26,274.66,115.31,264.95,475.09,97.96
2023-06-12,50.65,126.48,311.48,182.207,123.52,279.99,116.17,271.05,474.099,98.46
2023-06-13,50.26,128.72,315.16,181.731,127.98,283.39,117.06,271.32,472.868,99.26
2023-06-14,49.76,133.23,315.05,182.364,126.05,280.38,117.64,273.35,442.598,100.66
2023-06-15,50.21,137.84,323.77,184.408,129.98,284.55,119.27,281.83,450.241,101.38
2023-06-16,50.39,133.81,319.54,183.327,128.73,282.4,118.83,281.0,443.091,101.87
2023-06-20,49.83,132.72,317.4,183.416,124.23,277.55,115.79,284.33,453.624,101.27
2023-06-21,50.47,133.22,313.2,182.374,121.07,270.88,115.72,281.64,460.737,101.87
2023-06-22,50.41,132.39,307.25,185.389,120.48,267.91,114.6,284.88,462.96,100.85
2023-06-23,49.5,131.83,298.43,185.072,118.5,264.33,114.45,288.73,460.979,98.34
2023-06-26,50.23,134.5,297.41,183.675,120.41,273.11,116.0,278.47,462.969,98.23
2023-06-27,49.96,132.51,300.81,186.44,120.67,282.81,118.38,287.05,466.352,98.72
2023-06-28,49.83,132.47,301.72,187.619,123.0,283.49,118.98,285.29,458.514,98.61
2023-06-29,50.69,132.91,308.33,187.956,122.11,288.68,120.14,281.53,460.436,98.68
2023-06-30,51.04,131.9,308.58,192.298,121.5,295.83,121.13,286.98,464.496,99.06
2023-07-03,51.81,134.86,310.97,190.801,121.73,296.27,121.69,286.02,461.829,99.15
2023-07-05,51.88,132.55,309.9,189.682,123.54,292.85,121.16,294.37,455.393,98.46
2023-07-06,52.1,130.84,307.97,190.157,118.29,291.14,117.55,291.99,453.594,96.2
2023-07-07,51.76,130.05,305.76,189.038,118.87,295.22,118.9,290.53,446.077,96.05
2023-07-10,50.9,131.74,308.45,186.985,123.09,306.16,121.08,294.1,447.497,99.13
2023-07-11,51.67,133.39,309.72,186.46,122.13,309.16,122.96,298.29,447.342,100.09
2023-07-12,52.18,132.91,313.88,188.136,125.92,315.93,122.75,309.34,436.527,101.14
2023-07-13,52.97,132.82,315.21,188.899,126.61,318.47,121.77,313.41,432.712,101.6
2023-07-14,52.33,130.92,315.77,189.048,121.35,309.28,121.6,308.87,464.042,101.61
2023-07-17,51.88,130.01,319.78,192.318,122.6,309.51,122.01,310.62,467.821,100.93
2023-07-18,51.49,130.81,322.43,192.061,122.61,313.17,123.07,312.05,483.206,100.76
2023-07-19,52.27,132.7,318.8,193.42,125.17,318.37,124.51,316.01,486.783,101.83
2023-07-20,52.5,134.64,312.47,191.466,124.77,304.54,124.48,302.52,487.305,100.88
2023-07-21,52.66,134.08,314.8,190.286,126.43,306.46,124.75,294.26,489.517,102.82
2023-07-24,53.47,135.41,313.29,191.09,123.01,302.59,124.99,291.61,491.593,102.78
2023-07-25,54.23,133.6,317.59,191.953,121.87,301.43,125.45,294.47,493.77,102.92
2023-07-26,55.04,134.47,316.51,192.825,120.65,306.12,126.23,298.57,490.939,101.73
2023-07-27,55.41,134.5,318.82,191.554,118.51,299.43,126.1,311.71,488.262,100.78
2023-07-28,56.35,135.0,315.55,194.144,118.66,299.18,127.24,325.48,486.019,101.25
2023-07-31,55.72,136.47,316.35,194.757,117.66,307.96,127.3,318.6,489.362,101.57
2023-08-01,55.32,132.99,320.97,193.919,113.94,254.77,125.47,322.71,487.788,101.26
2023-08-02,55.41,133.54,317.78,190.921,110.22,241.15,124.43,314.31,487.844,102.13
2023-08-03,56.27,132.73,317.13,189.523,109.95,249.55,124.43,313.19,487.901,102.33
2023-08-04,56.46,132.53,312.0,180.423,108.19,251.41,123.76,310.73,485.844,100.68
2023-08-07,54.3,131.94,315.87,177.31,101.2,248.23,124.81,316.56,493.585,101.74
2023-08-08,55.05,130.98,315.15,178.251,99.74,253.68,119.32,312.64,488.87,100.695
2023-08-09,53.82,130.6,311.53,176.656,101.82,257.89,117.37,305.21,485.246,99.92
2023-08-10,53.75,130.92,310.41,176.437,100.28,255.42,117.97,305.74,486.569,101.66
2023-08-11,55.24,131.05,309.05,176.497,101.49,261.94,116.97,301.64,490.949,100.99
2023-08-14,54.41,129.42,311.71,178.155,100.0,263.86,116.94,306.19,493.77,101.01
2023-08-15,53.73,125.05,307.4,176.159,96.41,267.98,115.18,301.95,489.67,100.04
2023-08-16,53.4,128.75,307.64,175.285,98.92,265.94,114.12,294.29,486.646,98.98
2023-08-17,54.1,130.11,305.64,172.735,106.24,266.03,113.93,285.09,477.368,96.57
2023-08-18,54.63,131.21,302.94,173.22,101.62,271.98,115.83,283.25,481.699,97.23
2023-08-21,54.81,127.79,306.51,174.561,111.08,267.53,114.6,289.9,480.964,96.46
2023-08-22,54.04,124.94,308.9,175.941,116.24,269.36,114.52,287.6,475.803,96.07
2023-08-23,53.47,123.21,315.34,179.801,115.46,270.09,114.7,294.24,473.0,95.18
2023-08-24,54.18,124.1,314.14,175.097,112.65,265.92,113.98,286.75,471.705,94.83
2023-08-25,54.01,121.79,318.76,177.311,111.93,268.39,114.32,285.5,472.691,95.48
2023-08-28,54.29,123.43,320.91,178.879,113.83,269.92,115.01,290.26,474.78,97.04
2023-08-29,54.67,126.16,323.45,182.781,115.99,273.49,117.06,297.99,476.276,99.15
2023-08-30,54.37,126.95,323.25,186.284,116.62,279.11,117.78,295.1,475.021,99.24
2023-08-31,53.27,126.55,323.77,186.504,113.07,275.01,116.71,295.89,460.572,97.44
2023-09-01,52.59,125.52,327.74,188.082,112.56,275.95,116.37,296.38,460.245,98.0
2023-09-05,52.15,125.19,326.16,188.321,109.36,273.25,115.56,300.15,464.661,96.84
2023-09-06,51.52,123.71,326.3,181.578,108.24,272.38,115.59,299.17,460.922,95.95
2023-09-07,51.33,124.46,328.2,176.268,108.35,264.24,115.5,298.67,468.525,95.1
2023-09-08,52.05,123.69,325.47,176.884,107.64,256.37,114.73,297.89,466.431,95.28
2023-09-11,52.56,122.67,325.87,178.055,105.8,254.77,116.22,307.56,465.082,95.67
2023-09-12,52.89,122.4,314.89,175.018,105.24,251.31,116.44,301.66,465.587,96.24
2023-09-13,52.84,122.93,313.91,172.943,108.59,250.18,118.28,305.06,465.528,96.93
2023-09-14,53.96,124.77,316.59,174.462,112.81,254.79,118.34,311.72,469.177,97.16
2023-09-15,54.54,123.05,312.53,173.737,114.59,251.38,118.44,300.31,472.183,96.23
2023-09-18,53.9,119.34,315.88,176.675,104.14,253.2,117.75,302.55,471.562,96.76
2023-09-19,53.82,120.17,317.33,177.767,106.74,252.17,117.37,305.07,466.324,95.29
2023-09-20,53.32,120.41,316.8,174.213,103.53,235.83,114.84,299.67,477.452,95.16
2023-09-21,53.05,117.32,312.0,172.665,100.23,228.68,113.0,295.73,486.194,93.1
2023-09-22,51.12,112.6,316.09,173.519,99.99,227.15,113.91,299.08,491.004,93.68
2023-09-25,50.62,112.26,316.99,174.798,98.17,228.15,115.87,300.83,495.061,92.74
2023-09-26,51.27,109.48,310.61,170.709,98.12,223.96,114.0,298.96,490.375,92.0
2023-09-27,50.11,109.74,314.38,169.191,99.44,225.91,113.66,297.74,488.707,91.17
2023-09-28,49.93,109.56,300.77,169.447,100.27,236.87,114.4,303.96,494.886,91.08
2023-09-29,50.49,110.57,307.11,169.965,103.29,236.53,114.63,300.21,489.153,91.27
2023-10-02,49.24,106.69,308.26,172.485,103.31,233.63,114.73,306.82,499.222,91.13
2023-10-03,49.08,107.16,306.23,171.145,103.08,230.33,113.91,300.94,494.276,89.48
2023-10-04,48.35,106.62,309.39,172.396,104.26,230.94,115.34,305.58,495.391,91.15
2023-10-05,48.17,105.15,309.66,173.638,102.97,222.54,114.21,304.79,500.833,92.37
2023-10-06,47.43,105.01,312.19,176.198,103.88,223.85,114.6,315.43,509.158,92.85
2023-10-09,47.22,105.76,312.01,177.687,101.84,222.58,116.81,318.36,510.806,92.68
2023-10-10,48.35,109.63,312.32,177.092,104.43,222.4,117.71,321.84,508.605,93.18
2023-10-11,48.21,108.99,312.54,178.491,102.76,217.16,117.0,327.82,508.496,91.95
2023-10-12,47.11,110.8,304.36,179.395,100.78,210.87,116.76,324.16,509.865,91.42
2023-10-13,46.52,111.98,301.83,177.548,98.3,206.92,116.45,314.69,523.312,91.48
2023-10-16,47.37,111.39,305.34,177.421,91.94,214.97,118.94,321.15,521.984,93.65
2023-10-17,47.2,112.56,308.25,175.862,86.33,212.99,120.41,324.0,520.644,94.18
2023-10-18,46.93,110.21,303.77,174.561,86.01,209.12,117.18,316.97,520.072,93.75
2023-10-19,46.59,108.36,302.94,174.183,82.37,205.99,114.78,312.81,515.775,94.42
2023-10-20,46.29,108.83,297.0,171.622,80.4,204.55,115.2,308.65,511.311,94.19
2023-10-23,45.17,107.42,294.94,171.741,78.64,205.29,113.7,314.01,506.014,94.2
2023-10-24,45.47,108.68,296.09,172.178,79.76,205.91,112.18,312.55,509.341,94.62
2023-10-25,45.37,110.36,292.68,169.855,76.76,198.91,108.88,299.53,514.396,94.0
2023-10-26,45.92,110.87,292.04,165.677,75.98,204.83,108.5,288.35,512.602,92.67
2023-10-27,45.62,107.23,290.04,166.996,71.91,207.18,107.75,296.73,509.011,92.02
2023-10-30,46.27,108.67,292.7,169.051,74.07,209.77,108.98,302.66,514.183,93.15
2023-10-31,46.35,110.79,297.09,169.527,75.96,209.43,109.25,301.27,519.586,92.24
2023-11-01,46.47,109.54,300.64,172.705,76.2,197.99,109.92,311.85,515.745,91.35
2023-11-02,47.56,111.07,308.12,176.278,71.23,207.0,112.81,310.87,520.139,100.01
2023-11-03,47.06,112.85,313.49,175.365,77.53,214.3,112.95,314.6,515.066,102.65
2023-11-06,46.58,111.05,313.09,177.926,72.07,206.02,111.49,315.8,517.548,104.03
2023-11-07,46.72,111.35,315.19,180.498,73.66,208.04,110.4,318.82,521.788,103.68
2023-11-08,46.34,109.85,317.82,181.558,71.34,206.44,113.21,319.78,520.721,104.3
2023-11-09,46.4,106.79,314.22,181.084,69.51,202.52,113.73,320.55,522.923,102.23
2023-11-10,46.95,108.33,319.69,185.287,70.05,206.18,115.35,328.77,525.068,104.33
2023-11-13,45.62,107.3,315.63,183.697,70.21,202.61,113.87,329.19,526.387,103.51
2023-11-14,47.74,110.79,320.49,186.321,74.1,215.66,118.36,336.31,524.341,105.6
2023-11-15,48.31,130.46,325.5,186.888,76.35,216.96,118.4,332.71,522.352,106.03
2023-11-16,48.33,129.94,327.32,188.577,76.55,215.48,117.81,334.19,523.72,107.21
2023-11-17,48.74,129.89,327.83,188.557,76.44,218.02,118.98,335.04,520.296,105.57
2023-11-20,48.41,129.65,330.9,190.307,78.96,220.54,117.53,339.97,519.141,104.3
2023-11-21,47.98,130.8,330.26,189.502,77.14,222.41,117.87,336.98,523.495,103.69
2023-11-22,48.01,130.5,333.13,190.168,78.17,225.86,118.05,341.49,527.542,103.44
2023-11-24,48.3,131.46,334.04,188.836,78.52,228.92,118.13,338.23,530.783,102.78
2023-11-27,47.59,131.33,332.43,188.657,77.72,231.5,118.57,334.7,527.376,102.36
2023-11-28,47.99,131.67,332.56,189.263,78.18,233.89,119.57,338.99,524.408,101.18
2023-11-29,47.09,131.32,333.34,188.241,79.01,236.62,119.52,332.2,519.024,99.85
2023-11-30,46.84,133.81,333.14,188.816,77.66,236.98,120.34,327.15,536.478,99.3
2023-12-01,48.2,134.78,338.06,190.098,79.83,241.22,120.09,324.82,532.651,99.2
2023-12-04,49.82,133.71,336.43,188.301,79.87,239.37,121.81,320.02,533.742,97.6
2023-12-05,49.94,132.88,335.83,192.266,78.28,234.36,121.04,318.29,535.668,95.54
2023-12-06,50.19,133.38,335.41,191.172,80.6,234.13,120.62,317.45,534.959,97.02
2023-12-07,51.54,135.19,335.1,193.11,79.95,233.23,120.1,326.59,533.732,96.44
2023-12-08,51.38,135.19,337.23,194.542,80.32,236.13,120.37,332.75,535.193,96.61
2023-12-11,51.24,136.76,342.31,192.027,82.0,239.65,120.38,325.28,529.264,98.12
2023-12-12,50.17,135.66,343.22,193.548,78.04,239.38,120.52,334.22,531.249,98.15
2023-12-13,52.29,138.38,343.64,196.779,78.6,244.43,122.29,334.74,534.453,98.11
2023-12-14,52.33,141.14,342.73,196.928,85.87,272.16,123.52,333.17,520.075,97.84
2023-12-15,51.81,138.37,344.15,196.391,86.01,270.18,124.45,334.92,517.037,96.75
2023-12-18,51.71,137.72,341.85,194.721,85.42,266.68,126.52,344.62,512.588,96.56
2023-12-19,51.77,139.58,341.51,195.765,89.09,269.42,126.49,350.36,510.144,97.72
2023-12-20,51.16,136.9,339.5,193.667,86.19,261.61,125.43,349.28,502.25,94.71
2023-12-21,51.66,139.37,348.75,193.519,91.16,265.31,126.67,354.09,506.095,95.33
2023-12-22,51.94,140.2,354.45,192.444,94.89,269.41,128.91,353.39,506.513,95.28
2023-12-26,52.43,141.03,353.43,191.898,97.33,275.5,128.31,354.83,506.24,95.67
2023-12-27,52.82,142.38,353.82,191.998,100.73,275.79,127.88,357.83,508.928,95.29
2023-12-28,53.67,142.54,351.59,192.424,98.79,275.35,127.58,358.32,510.982,95.93
2023-12-29,53.75,142.42,350.91,191.382,99.45,273.33,127.2,353.96,512.511,96.01
2024-01-02,55.53,143.1,346.92,184.532,112.5,267.98,127.08,346.29,525.039,93.67
2024-01-03,54.61,138.67,337.92,183.151,108.58,252.52,127.28,344.47,527.657,93.23
2024-01-04,54.16,140.25,337.09,180.824,108.66,252.97,127.25,347.12,530.957,93.55
2024-01-05,54.92,140.75,336.62,180.099,111.12,252.69,128.52,351.95,523.131,92.99
2024-01-08,54.9,141.73,340.35,184.453,115.44,261.09,126.27,358.66,522.293,94.19
2024-01-09,55.33,143.77,342.75,184.036,110.18,256.44,122.85,357.43,524.095,93.09
2024-01-10,54.5,144.09,345.33,185.079,109.46,255.27,125.08,370.47,523.385,93.5
2024-01-11,54.28,142.02,347.97,184.482,106.795,255.03,125.42,369.67,525.37,92.94
2024-01-12,54.87,140.91,356.33,184.81,105.95,248.87,126.66,374.49,507.682,91.98
2024-01-16,54.63,141.07,354.56,182.534,102.16,243.52,127.19,367.46,505.385,92.7
2024-01-17,54.31,138.74,353.65,181.589,100.35,239.17,126.56,368.37,511.021,91.77
2024-01-18,53.57,137.4,359.55,187.504,99.07,249.59,128.64,376.13,502.649,93.34
2024-01-19,53.1,138.14,363.9,190.417,99.7,249.09,127.43,383.45,490.207,93.86
2024-01-22,52.55,140.36,367.21,192.733,99.7,254.57,128.67,381.78,499.388,93.07
2024-01-23,53.36,140.88,369.86,194.015,101.92,256.09,128.5,385.2,501.85,91.97
2024-01-24,53.18,139.2,368.9,193.339,101.11,254.17,127.18,390.7,499.621,92.04
2024-01-25,54.04,142.18,371.94,193.011,102.81,256.99,129.98,393.18,480.318,92.61
2024-01-26,54.99,142.53,371.07,191.272,101.81,252.17,129.93,394.14,489.858,92.8
2024-01-29,54.66,141.52,373.35,190.586,104.84,255.93,128.19,401.02,491.162,93.8
2024-01-30,55.06,140.52,371.3,186.917,102.47,250.91,128.49,400.06,490.257,94.08
2024-01-31,54.76,139.08,363.88,183.299,101.05,239.55,126.33,390.14,498.171,93.03
2024-02-01,56.63,144.42,370.91,185.745,99.02,242.6,123.69,394.78,493.693,93.37
2024-02-02,56.36,145.49,372.95,184.742,97.5,246.48,124.33,474.99,496.701,92.99
2024-02-05,57.5,142.33,370.34,186.561,95.49,242.07,124.57,459.41,489.624,92.51
2024-02-06,55.39,144.43,364.7,188.171,100.03,242.49,126.01,454.72,497.129,95.67
2024-02-07,53.94,146.73,366.65,188.281,99.3,247.11,127.61,469.59,505.62,95.31
2024-02-08,53.97,147.4,368.48,187.196,93.66,247.12,127.18,470.0,506.3,96.59
2024-02-09,52.58,146.53,371.67,187.962,87.41,253.09,127.36,468.11,504.479,97.3
2024-02-12,52.55,149.4,367.43,186.271,89.0,259.4,126.55,468.9,503.914,95.47
2024-02-13,51.61,146.11,362.81,184.17,85.37,245.8,125.26,460.12,503.145,93.87
2024-02-14,51.98,145.03,370.98,183.284,85.95,252.96,125.74,473.28,503.233,94.07
2024-02-15,52.57,146.33,371.51,182.996,91.14,283.75,125.92,484.03,507.068,93.22
2024-02-16,53.12,149.61,369.48,181.453,88.37,275.46,124.16,473.32,507.72,93.22
2024-02-20,54.05,149.89,362.95,180.706,86.99,271.93,115.57,471.75,507.244,93.46
2024-02-21,53.67,148.79,360.91,181.463,87.59,274.43,117.9,468.03,508.13,95.02
2024-02-22,53.09,150.34,371.31,183.503,99.44,279.48,120.9,486.13,512.541,95.78
2024-02-23,53.81,151.48,377.32,181.662,96.46,274.99,120.15,484.03,513.26,95.62
2024-02-26,54.12,150.15,377.48,180.309,94.02,278.06,119.3,481.74,511.391,94.28
2024-02-27,54.13,151.99,377.91,181.772,96.2,275.78,118.73,487.05,499.807,94.13
2024-02-28,53.89,151.44,378.03,180.567,97.48,272.8,118.77,484.02,485.067,93.0
2024-02-29,54.24,152.92,374.78,179.9,92.24,279.48,119.6,490.13,480.512,94.9
2024-03-01,53.2,155.29,380.99,178.816,95.06,289.64,120.64,502.3,476.549,93.16
2024-03-04,53.38,150.49,383.71,174.277,96.0,291.65,119.96,498.19,469.092,92.46
2024-03-05,53.71,168.58,376.88,169.322,95.56,284.54,119.14,490.22,460.604,91.22
2024-03-06,53.4,173.54,380.83,168.326,98.1,287.27,121.01,496.09,460.068,91.65
2024-03-07,53.67,171.54,386.91,168.206,99.48,288.59,122.06,512.19,466.084,90.95
2024-03-08,54.11,169.72,378.17,169.928,103.03,282.59,121.26,505.95,465.762,91.06
2024-03-11,55.73,168.07,373.22,171.939,111.98,280.23,120.73,483.59,478.057,92.07
2024-03-12,55.39,167.57,380.48,172.415,110.43,285.44,121.52,499.75,478.253,92.4
2024-03-13,55.87,166.67,378.72,170.325,106.51,284.5,121.41,495.57,476.933,91.61
2024-03-14,56.05,164.31,378.21,172.187,103.46,281.77,118.89,491.83,477.909,91.66
2024-03-15,56.15,164.22,374.6,171.809,103.85,285.86,119.86,484.1,479.689,90.12
2024-03-18,56.09,167.59,372.67,172.904,104.26,285.97,117.23,496.98,476.004,91.01
2024-03-19,57.17,168.21,378.08,175.252,105.11,285.19,117.68,496.24,482.132,91.59
2024-03-20,57.7,170.46,380.44,177.83,103.08,285.81,119.57,505.52,483.021,92.6
2024-03-21,58.07,170.17,345.03,170.564,104.09,295.06,121.54,507.76,480.54,91.66
2024-03-22,58.05,168.63,337.5,171.47,105.43,291.44,121.69,509.58,478.957,90.71
2024-03-25,58.45,172.66,333.82,170.048,110.38,297.94,120.06,503.02,474.86,90.67
2024-03-26,58.17,172.64,336.39,168.912,107.41,291.38,119.94,495.89,481.145,90.36
2024-03-27,58.81,174.67,340.94,172.495,110.59,299.16,121.24,493.86,481.918,91.5
2024-03-28,58.73,177.21,346.61,170.674,106.56,301.44,121.57,485.58,483.48,91.39
2024-04-01,57.85,177.82,339.17,169.232,105.6,301.0,119.07,491.35,478.594,91.53
2024-04-02,57.6,176.24,336.46,168.046,103.61,296.5,117.6,497.37,447.751,89.3
2024-04-03,57.81,175.49,332.28,168.852,101.21,292.75,117.7,506.74,449.313,88.7
2024-04-04,59.48,172.22,330.47,168.026,102.27,292.96,116.15,510.92,445.053,87.62
2024-04-05,59.05,171.77,333.0,168.782,102.88,290.38,117.35,527.34,445.404,86.85
2024-04-08,59.09,169.7,331.8,167.659,105.14,296.87,118.29,519.25,445.659,87.195
2024-04-09,59.41,171.63,334.45,168.872,111.6,306.17,121.0,516.9,449.294,87.13
2024-04-10,58.17,171.62,324.4,166.991,107.14,299.91,118.32,519.83,439.844,85.95
2024-04-11,59.34,171.33,325.19,174.217,107.01,297.54,118.76,523.16,431.702,85.9
2024-04-12,57.78,166.12,315.4,175.72,105.14,289.68,117.65,511.9,429.241,84.92
2024-04-15,58.12,165.01,313.27,171.879,103.86,283.0,116.71,500.23,435.524,85.17
2024-04-16,58.15,163.32,313.94,168.584,103.79,280.415,115.67,499.76,458.256,85.42
2024-04-17,58.58,164.47,314.54,167.21,103.44,276.14,114.34,494.17,468.128,86.21
2024-04-18,58.87,166.58,316.0,166.255,102.0,273.03,114.76,501.8,481.995,87.15
2024-04-19,59.96,168.3,316.91,164.156,101.41,268.4,114.56,481.06,489.639,87.61
2024-04-22,60.61,167.11,317.42,165.061,104.46,271.63,114.09,481.73,480.091,88.18
2024-04-23,60.98,166.51,316.83,166.115,107.89,276.56,113.07,496.1,475.154,87.87
2024-04-24,61.32,165.34,313.54,168.226,108.85,277.53,112.87,493.5,476.248,88.75
2024-04-25,60.89,164.44,309.0,169.092,106.18,292.53,113.15,441.38,482.661,87.84
2024-04-26,60.63,164.74,308.01,168.505,107.97,297.21,113.3,443.29,484.115,88.25
2024-04-29,60.96,163.73,303.16,172.685,111.62,300.01,113.79,432.62,477.939,88.33
2024-04-30,60.65,160.98,300.91,169.529,110.31,314.56,111.31,430.17,472.73,88.49
2024-05-01,60.29,156.43,298.66,168.505,111.46,309.05,111.99,439.19,473.132,74.44
2024-05-02,60.95,158.12,300.34,172.217,125.59,312.71,113.91,441.68,481.79,74.93
2024-05-03,62.02,158.04,303.71,182.518,125.0,309.59,114.96,451.96,481.282,73.11
2024-05-06,58.5,158.35,306.06,180.856,122.13,315.79,115.64,465.68,483.169,72.9
2024-05-07,58.89,160.41,310.66,181.542,121.07,317.87,114.9,468.24,489.599,72.5
2024-05-08,59.13,159.59,311.99,181.881,121.89,319.95,116.83,472.6,491.797,73.5
2024-05-09,59.65,164.32,306.61,183.703,122.69,316.5,117.03,475.42,495.531,75.68
2024-05-10,59.65,163.13,306.33,182.436,117.31,315.8,118.33,476.2,501.181,76.11
2024-05-13,59.65,160.9,307.41,185.657,125.67,316.0,117.61,468.01,500.134,76.18
2024-05-14,60.27,158.96,306.95,186.802,128.32,320.98,117.52,471.85,502.226,75.63
